protocol_id,run_id,engine,method,dataset,pred_len,seed,tifo_lr_scale,tifo_residual_alpha,epochs_ran,mse,mae,physical_gpu,dataset_sha256,log_file
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_electricity_h96_tifo_hermitian_aligned_zpad100_s2021,native,iTransformer+TIFO[hermitian_aligned],Electricity,96,2021,1.0,1.0,14,0.14082174003124237,0.236005961894989,0,7e45845d54c5219bad0ae6bc1b5316cf8ff9cead5d33fa998a5a51c2e4a497ad,/mnt/data1/park/TS/FredNormer/experiment_records/final_electricity_h96_tifo_hermitian_aligned_zpad100_s2021/run.log
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_electricity_h96_tifo_hermitian_aligned_zpad100_s2022,native,iTransformer+TIFO[hermitian_aligned],Electricity,96,2022,1.0,1.0,11,0.1411593109369278,0.23634344339370728,1,7e45845d54c5219bad0ae6bc1b5316cf8ff9cead5d33fa998a5a51c2e4a497ad,/mnt/data1/park/TS/FredNormer/experiment_records/final_electricity_h96_tifo_hermitian_aligned_zpad100_s2022/run.log
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_electricity_h96_tifo_hermitian_aligned_zpad100_s2023,native,iTransformer+TIFO[hermitian_aligned],Electricity,96,2023,1.0,1.0,12,0.14092279970645905,0.2358713150024414,2,7e45845d54c5219bad0ae6bc1b5316cf8ff9cead5d33fa998a5a51c2e4a497ad,/mnt/data1/park/TS/FredNormer/experiment_records/final_electricity_h96_tifo_hermitian_aligned_zpad100_s2023/run.log
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_weather_h96_tifo_hermitian_aligned_zpad100_s2021,native,iTransformer+TIFO[hermitian_aligned],Weather,96,2021,1.0,1.0,12,0.16555385291576385,0.20920975506305695,3,34ee981d07313e51da2a50bb600072c8ae4a69cb4b0651f4cb93a069d7a2ba63,/mnt/data1/park/TS/FredNormer/experiment_records/final_weather_h96_tifo_hermitian_aligned_zpad100_s2021/run.log
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_weather_h96_tifo_hermitian_aligned_zpad100_s2022,native,iTransformer+TIFO[hermitian_aligned],Weather,96,2022,1.0,1.0,11,0.16342097520828247,0.20635010302066803,4,34ee981d07313e51da2a50bb600072c8ae4a69cb4b0651f4cb93a069d7a2ba63,/mnt/data1/park/TS/FredNormer/experiment_records/final_weather_h96_tifo_hermitian_aligned_zpad100_s2022/run.log
kdd_resubmit_tifo_electricity_weather_h96_final_v1,final_weather_h96_tifo_hermitian_aligned_zpad100_s2023,native,iTransformer+TIFO[hermitian_aligned],Weather,96,2023,1.0,1.0,10,0.16323229670524597,0.20715954899787903,5,34ee981d07313e51da2a50bb600072c8ae4a69cb4b0651f4cb93a069d7a2ba63,/mnt/data1/park/TS/FredNormer/experiment_records/final_weather_h96_tifo_hermitian_aligned_zpad100_s2023/run.log
